artist;link_lyrics;title;level;style;link_ytb;lyrics
La rue Ketanou;https://www.paroles-musique.com/paroles-La_Rue_Ketanou-Les_Mots-lyrics,p12411;Les mots;Intermediário;Reggae;https://www.youtube.com/watch?v=JahdXT7tfUE;"Approchez, approchez Mesdames et Messieurs<br>
Car aujourd'hui grande vente aux enchères<br>
Dans quelques instants mes deux jeunes apprentis saltimbanques<br>
Vont vous présentationner des ... mots<br>
<br>
Un mot pour tous, tous pour un mot<br>
Un mot pour tous, tous pour un mot<br>
<br>
Des gros mots pour les grossistes<br>
Des maux de tête pour les charlatans<br>
Des jeux de mots pour les artistes<br>
Des mots d'amour pour les amants<br>
Des mots à mots pour les copieurs<br>
Des mots pour mots pour les cafteurs<br>
Des mots savants pour les emmerdeurs<br>
<br>
Des mobylettes pour les voleurs<br>
<br>
Aujourd'hui grande vente aux enchères<br>
On achète des mots d'occasion<br>
Des mots à la page et pas chers<br>
Et puis des mots de collection<br>
<br>
Un mot pour tous, tous pour un mot<br>
Un mot pour tous, tous pour un mot<br>
<br>
Des morues pour les poissonniers<br>
Et des mochetés pour les pas bien beaux<br>
Des mots perdus pour les paumés<br>
Des mots en l'air pour les oiseaux<br>
Des mots de passe pour les méfiants<br>
Et des mots clés pour les prisonniers<br>
Des mots pour rire pour les enfants<br>
Des mots tabous pour l'taboulé<br>
<br>
<br>
Un mot pour tous, tous pour un mot<br>
Un mot pour tous, tous pour un mot<br>
<br>
Des mots croisés pour les retraités<br>
Et des petits mots pour les béguins<br>
Des mots d'ordre pour les ordonnés<br>
Des mots fléchés pour les Indiens<br>
Des momies pour les pyramides<br>
Des demi-mots pour les demi-portions<br>
Des mots courants pour les rapides<br>
Et le mot de la fin pour la chanson<br>"
Tryo;https://www.paroles-musique.com/paroles-Tryo-Lhymne_De_Nos_Campagnes-lyrics,p1183;L'hymne de nos campagnes ;Intermediário;Reggae;https://www.youtube.com/watch?v=srb0lAK5wbA;"Si tu es né dans une cité HLM<br>
Je te dédicace ce poème<br>
En espérant qu'au fond de tes yeux ternes<br>
Tu puisses y voir un petit brin d'herbe<br>
Et les mans faut faire la part des choses<br>
Il est grand temps de faire une pause<br>
De troquer cette vie morose<br>
Contre le parfum d'une rose<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales!<br>
Pas de boulot, pas de diplômes<br>
Partout la même odeur de zone<br>
Plus rien n'agite tes neurones<br>
Pas même le shit que tu mets dans tes cônes<br>
Va voir ailleurs, rien ne te retient<br>
Va vite faire quelque chose de tes mains<br>
Ne te retourne pas ici tu n'as rien<br>
Et sois le premier à chanter ce refrain<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales!<br>
Assieds-toi près d'une rivière<br>
Écoute le coulis de l'eau sur la terre<br>
Dis-toi qu'au bout, hé! il y a la mer<br>
Et que ça, ça n'a rien d'éphémère<br>
Tu comprendras alors que tu n'es rien<br>
Comme celui avant toi, comme celui qui vient<br>
Que le liquide qui coule dans tes mains<br>
Te servira à vivre jusqu'à demain matin!<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales!<br>
Assieds-toi près d'un vieux chêne<br>
Et compare le à la race humaine<br>
L'oxygène et l'ombre qu'il t'amène<br>
Mérite-t-il les coups de hache qui le saigne?<br>
Lève la tête, regarde ces feuilles<br>
Tu verras peut-être un écureuil<br>
Qui te regarde de tout son orgueil<br>
Sa maison est là, tu es sur le seuil<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales!<br>
Crie-le bien fort, use tes cordes vocales!<br>
Peut-être que je parle pour ne rien dire<br>
Que quand tu m'écoutes tu as envie de rire<br>
Mais si le béton est ton avenir<br>
Dis-toi que c'est la forêt qui fait que tu respires<br>
J'aimerais pour tous les animaux<br>
Que tu captes le message de mes mots<br>
Car un lopin de terre, une tige de roseau<br>
Servira la croissance de tes marmots!<br>
Servira la croissance de tes marmots!<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales!<br>
C'est l'hymne de nos campagnes<br>
De nos rivières, de nos montagnes<br>
De la vie man, du monde animal<br>
Crie-le bien fort, use tes cordes vocales, hey!<br>"
Tryo;https://www.paroles-musique.com/paroles-Tryo-Toi_Et_Moi-lyrics,p35510;Toi et moi;Intermediário;Reggae;https://www.youtube.com/watch?v=tRSBse5oFug;"Ce matin, trois mille licenciés, grève des Sapeurs Pompiers<br>
Embouteillages et pollution pour Paris agglomération<br>
Ce matin, l’Abbé Pierre est mort, on l’enterre sur TF1<br>
Deux clochards retrouvés morts près du canal St Martin<br>
Ce matin, le CAC va de l’avant, deux soldats de moins pour l’occident<br>
Dix civils de tués à Bagdad dans les bras sanglants du Djihad<br>
Toi et moi dans tout ça, on n’apparaît pas, on se contente d’être là<br>
On s’aime et puis voilà on s’aime<br>
Ce matin, menace de grippe aviaire, trop de fascisme en Bavière<br>
L’Iran travaille au nucléaire et Areva squatte le Niger<br>
Ce matin, rapport sur le climat, il ne survivrait que les rats<br>
Fonte des glaces en Alaska et grosse chaleur en Angola<br>
Toi et moi dans tout ça, on n’apparaît pas, on se contente d’être là<br>
On s’aime et puis voilà on s’aime<br>
Toi et moi dans le temps, au milieu de nos enfants, plus personne plus de gens<br>
Plus de vent, on s’aime<br>
Ce matin<br>
Ce matin, pendaison de Saddam, l’ONU crie au scandale<br>
Le Tibet se meurt sous les balles d’une Chine qui fait son capital<br>
Toi et moi dans tout ça, on n’apparaît pas, on se contente d’être là<br>
On s’aime et puis voilà on s’aime<br>
Toi et moi dans le temps, au milieu de nos enfants, plus personne plus de gens<br>
Plus de vent, on s’aime<br>
Ce matin, il fait presque beau, ça tombe bien, je me suis levé tôt<br>
Avec le coq et les oiseaux, sans journaux et sans météo<br>
Ce matin, j’attaque un autre jour avec toi mon amour<br>
Cette journée durera toujours, on en fera jamais le tour<br>
Toi et moi dans tout ça, on n’apparaît pas, on se contente d’être là<br>
On s’aime et puis voilà on s’aime<br>
Toi et moi dans le temps, au milieu de nos enfants, plus personne plus de gens<br>
Plus de vent, on s’aime<br>"
Garou;https://www.paroles-musique.com/paroles-Garou-Seul-lyrics,p1577;Seul;Principiante;Variété;https://www.youtube.com/watch?v=t8Cg4L6P-eI;"Tant de fois j'ai tenté<br>
D'aller toucher les étoiles<br>
Que souvent en tombant<br>
Je m'y suis fait mal<br>
Tant de fois j'ai pensé<br>
Avoir franchi les limites<br>
Mais toujours une femme<br>
M'a remis en orbite<br>
Tant de fois j'ai grimpé<br>
Jusqu'au plus haut des cimes<br>
Que je m'suis retrouvé<br>
Seul au fond de l'abîme<br>
Seul au fond de l'abîme<br>
Celui qui n'a jamais été seul<br>
Au moins une fois dans sa vie<br>
Seul au fond de son lit<br>
Seul au bout de la nuit<br>
Celui qui n'a jamais été seul<br>
Au moins une fois dans sa vie<br>
Peut-il seulement aimer<br>
Peut-il aimer jamais<br>
Tant d'amis sont partis<br>
Du jour au lendemain<br>
Que je sais aujourd'hui<br>
Qu'on peut mourir demain<br>
On a beau tout avoir<br>
L'argent, l'amour, la gloire<br>
Il y a toujours un soir<br>
Où l'on se retrouve seul<br>
Seul au point de départ<br>
Celui qui n'a jamais été seul<br>
Au moins une fois dans sa vie<br>
Seul au fond de son lit<br>
Seul au bout de la nuit<br>
Celui qui n'a jamais été seul<br>
Au moins une fois dans sa vie<br>
Peut-il seulement aimer<br>
Peut-il aimer jamais<br>
Tant de fois j'ai été<br>
Jusqu'au bout de mes rêves<br>
Que je continuerai<br>
Jusqu'à ce que j'en crève<br>
Que je continuerai<br>
Que je continuerai<br>
Celui qui n'a jamais été seul<br>
Au moins une fois dans sa vie<br>
Seul au fond de son lit<br>
Seul au bout de la nuit<br>
Jamais, jamais<br>
Peut-il seulement aimer<br>
Jamais, jamais<br>
Je continuerai<br>
Je continuerai<br>
Peut-il jamais aimer<br>"
Garou;https://www.paroles-musique.com/paroles-Garou-Sous_Le_Vent_En_duo-lyrics,p1582;Sous le vent;Principiante;Variété;https://www.youtube.com/watch?v=WFwqcs52X00;"Et si tu crois que j'ai eu peur<br>
C'est faux<br>
Je donne des vacances à mon cœur<br>
Un peu de repos<br>
Et si tu crois que j'ai eu tort<br>
Attends<br>
Respire un peu le souffle d'or<br>
Qui me pousse en avant<br>
Et<br>
Fais comme si j'avais pris la mer<br>
J'ai sorti la grande voile<br>
Et j'ai glissé sous le vent<br>
Fais comme si je quittais la terre<br>
J'ai trouvé mon étoile<br>
Je l'ai suivie un instant<br>
Sous le vent<br>
Et si tu crois que c'est fini<br>
Jamais<br>
C'est juste une pause, un répit<br>
Après les dangers<br>
Et si tu crois que je t'oublie<br>
Écoute<br>
Ouvre ton corps aux vents de la nuit<br>
Et ferme les yeux<br>
Et<br>
Fais comme si j'avais pris la mer<br>
J'ai sorti la grande voile<br>
Et j'ai glissé sous le vent<br>
Fais comme si je quittais la terre<br>
J'ai trouvé mon étoile<br>
Je l'ai suivie un instant<br>
Sous le vent<br>
Et si tu crois que c'est fini<br>
Jamais<br>
C'est juste une pause un répit<br>
Après les dangers<br>
Fais comme si j'avais pris la mer<br>
J'ai sorti la grande voile<br>
Et j'ai glissé sous le vent (j'ai glissé sous le vent)<br>
Fais comme si je quittais la Terre<br>
J'ai trouvé mon étoile<br>
Je l'ai suivie un instant (suivi un instant)<br>
Fais comme si j'avais pris la mer<br>
J'ai sorti la grand voile<br>
Et j'ai glissé sous le vent (j'ai glissé sous le vent)<br>
Fait comme si je quittais la terre<br>
J'ai trouvé mon étoile<br>
Je l'ai suivie un instant (suivi un instant)<br>
Sous le vent<br>
Sous le vent<br>"
Christophe Maé;https://www.paroles-musique.com/paroles-Christophe_Mae-Tombe_Sous_Le_Charme-lyrics,p146484;Tombé sous le charme;Principiante;Variété;https://www.youtube.com/watch?v=yRGiYUEFFww;"Je lézarde au soleil<br>
Je vois des merveilles, je marche sur l'eau<br>
Tu me souffles à l'oreille que l'amour te réveille<br>
Qu'ici tout est beau<br>
Alors je laisse mon cœur dériver<br>
Mon cœur s'étonne car il faut que je te dise<br>
Je suis tombé sous le charme<br>
À cause de tes mains, tes mots doux<br>
Tourne autour de mon âme comme des refrains vaudou<br>
Je suis tombé sous le charme<br>
À cause de ton sein sur ma joue<br>
Tourne autour de mon âme et je tombe dans le bayou<br>
Je crois pas au hasard<br>
Le jour comme le soir, tu me tiens chaud<br>
Comme l'ébène et l'ivoire<br>
Viens on va s'asseoir au vieux piano<br>
Alors tu laisses ton cœur décider, ton cœur hésiter<br>
Mais j'aimerai t'entendre dire<br>
Je suis tombé sous le charme<br>
À cause de tes mains, tes mots doux<br>
Tourne autour de mon âme comme des refrains vaudou<br>
Je suis tombé sous le charme<br>
À cause de ton sein sur ma joue<br>
Tourne autour de mon âme et je tombe dans le bayou<br>
Laissons passer les heures<br>
Laissons passer nos peurs<br>
Et laisse faire ouais, laisse faire le bonheur<br>
Rempli toi de candeur, rempli moi de douceur<br>
Et roulons nous dans les fleurs<br>
Je suis tombé sous le charme<br>
À cause de tes mains, tes mots doux<br>
Tourne autour de mon âme comme des refrains vaudou<br>
Je suis tombé sous le charme<br>
À cause de ton sein sur ma joue<br>
Tourne autour de mon âme et sautons dans le bayou<br>
Et oui même si je ne suis pas d'ici<br>
Je connais par cœur le bord du Mississippi<br>
Même si je ne suis pas de là<br>
Je veux m'oublier, m'oublier, dans tes bras<br>
Même si je ne suis pas d'ici<br>
Je connais par cœur le bord du Mississippi<br>
Même si je ne suis pas de là<br>
Je veux m'oublier, m'oublier, dans tes bras<br>
Ouais, je veux vivre, là, tranquille<br>
M'abandonner dans l'herbe fine<br>
Ouais je veux vivre là tranquille<br>
Me laisser aller à la Huckleberry Finn<br>
Ouais je veux vivre là tranquille<br>
Me la couler douce auprès de toi dans l'herbe fine, ouais!<br>
Je veux vivre là tranquille<br>
Je serai ton Huckleberry Finn!<br>"
Christophe Maé;https://www.paroles-musique.com/paroles-Christophe_Mae-On_Sattache-lyrics,p20166;On s’attache;Principiante;Variété;https://www.youtube.com/watch?v=rjsG_WGzgTA;"J'ai pas le style<br>
Pourtant pas hostile<br>
Mais c'est pas pour moi le costard uniforme<br>
J'ai pas l'intégrale<br>
Du gendre idéal<br>
J'aurai toujours l'impression qu'on m'espionne<br>
Pourtant pas contre l'amour<br>
Je serais même plutôt pour<br>
Mais c'est pas pour autant qu'il faut<br>
Qu'on s'attache et qu'on s'empoisonne<br>
Avec une flèche qui nous illusionne<br>
Faut pas qu'on s'attache et qu'on s'emprisonne<br>
Mais rien n'empêche que l'on s'abandonne, non!<br>
D'un chef de file<br>
J'en ai pas le profil<br>
Mais sur l'oreiller j'aime pas qu'on me questionne<br>
Je suis pas James Bond<br>
Entouré de belles blondes, non non non<br>
J'envie même pas les hommes qui papillonnent<br>
Pourtant pas contre l'amour<br>
J'attends plutôt mon tour<br>
Mais c'est pas pour autant qu'il faut<br>
Qu'on s'attache et qu'on s'empoisonne<br>
Avec une flèche qui nous illusionne<br>
Faut pas qu'on s'attache et qu'on s'emprisonne<br>
Mais rien n'empêche que l'on s'abandonne, non!<br>
On laisse rien<br>
Le quotidien ça me tue, ça me tient,<br>
Ça me fait mal, ça me fait mal<br>
Rien de plus normal<br>
Mais tu t'enfiles dans le fil<br>
Il faut pas que tu dépasses<br>
À chaque fois que tu resquilles<br>
Mais t'es qui?<br>
T'es pas normal<br>
On s'attache et on s'empoisonne<br>
Avec une flèche qui nous illusionne<br>
Faut pas, non, qu'on s'attache et qu'on s'emprisonne<br>
Mais rien n'empêche que l'on s'abandonne, non!<br>
(Faut pas) Qu'on s'attache et qu'on s'empoisonne<br>
Avec une flèche qui nous illusionne<br>
Faut pas qu'on s'attache et qu'on s'emprisonne<br>
Mais rien n'empêche que l'on s'abandonne, non, non!<br>
Qu'on s'attache<br>
Non je ne sais pas faire comme<br>
Après tout je ne suis qu'un homme<br>
Non je veux pas vivre comme<br>
Dans la case de l'oncle Tom<br>
En papa Dalton<br>
Me retrouver dans un album<br>
C'est beau l'amour<br>
Après tout je ne suis qu'un homme<br>"
Coeur de Pirate;https://www.paroles-musique.com/paroles-Coeur_De_Pirate-Adieu-lyrics,p117789;Adieu;Principiante;Variété;https://www.youtube.com/watch?v=TgM885vDr74;"Tu ris si mal, tu ris de vivre<br>
Des taches de vin sur ta chemise<br>
Qui a deux boutons éclatés<br>
Sur ton corps qui me repoussait<br>
Tu fais l'amour en deux poussées<br>
L'amour, le manque et la tournée<br>
Et pendant que tu t'articules moi je soupire et toi tu me<br>
Menaces de partir<br>
Parce que je hurle quand tu chantes tes souvenirs<br>
Eh bien, chéri<br>
Prends donc la porte<br>
Car que tu sais que plus rien ne m'importe<br>
Mais dis-moi adieu demain<br>
Mais dis-moi adieu en chemin<br>
Va voir les autres, je n'en pense rien<br>
Je t'ai aimé mais je t'assure que c'est la fin<br>
Crois-tu pouvoir enfin me dire<br>
Que tu veux bien qu'on reste amis<br>
Non c'est gentil ça va comme ça<br>
Des amis j'en ai plein déjà<br>
Je n'aurai donc plus à t'entendre<br>
Rentrer la nuit quand j'attends l'aube<br>
Qui arrive en poussant les heures<br>
Moi je me lève et toi tu me<br>
Menaces de partir<br>
Parce que je hurle quand tu chantes tes souvenirs<br>
Eh bien chéri<br>
Prends donc la porte<br>
Car tu sais que plus rien ne m'importe<br>
Mais dis-moi adieu demain<br>
Mais dis-moi adieu en chemin<br>
Va voir les autres, je n'en pense rien<br>
Je t'ai aimé mais je t'assure que c'est la fin<br>
Mais dis-moi adieu demain<br>
Mais dis-moi adieu en chemin<br>
Va voir les autres, je n'en pense rien<br>
Je t'ai aimé mais je t'assure que c'est la fin<br>"
Coeur de Pirate;https://www.paroles-musique.com/paroles-Renaud-Mistral_Gagnant-lyrics,p4011; Mistral gagnant;Intermediário;Variété;https://www.youtube.com/watch?v=iRGGTaAhexc;"A m'asseoir sur un banc cinq minutes avec toi<br>
Et regarder les gens tant qu'il y en a<br>
Te parler du bon temps qu'est mort ou qui reviendra<br>
En serrant dans ma main tes petits doigts<br>
Puis donner à bouffer à des pigeons idiots<br>
Leur filer des coups d' pieds pour de faux<br>
Et entendre ton rire qui lézarde les murs<br>
Qui sait surtout guérir mes blessures<br>
Te raconter un peu comment j'étais minot<br>
Les bonbecs fabuleux qu'on piquait chez l' marchand<br>
Car-en-sac et Minto, caramel à un franc<br>
Et les mistrals gagnants<br>
A marcher sous la pluie cinq minutes avec toi<br>
Et regarder la vie tant qu'il y en a<br>
Te raconter la Terre en te bouffant des yeux<br>
Te parler de ta mère un petit peu<br>
Et sauter dans les flaques pour la faire râler<br>
Bousiller nos godasses et s' marrer<br>
Et entendre ton rire comme on entend la mer<br>
S'arrêter, repartir en arrière<br>
Te raconter surtout les carambars d'antan et les cocos bohères<br>
Et les vrais roudoudous qui nous coupaient les lèvres<br>
Et nous niquaient les dents<br>
Et les mistrals gagnants<br>
A m'asseoir sur un banc cinq minutes avec toi<br>
Et regarder le soleil qui s'en va<br>
Te parler du bon temps qui est mort et je m'en fou<br>
Te dire que les méchants c'est pas nous<br>
Que si moi je suis barge, je n'ai que de tes yeux<br>
Car ils ont l'avantage d'être deux<br>
Et entendre ton rire s'envoler aussi haut<br>
Que s'envolent les cris des oiseaux<br>
Te raconter enfin qu'il faut aimer la vie<br>
Et l'aimer même si le temps est assassin<br>
Et emporte avec lui les rires des enfants<br>
Et les mistrals gagnants<br>
Et les mistrals gagnants<br>"
Louane;https://www.paroles-musique.com/paroles-Louane-Rester_Seule-lyrics,p187875;Rester seule;Principiante;Variété;https://www.youtube.com/watch?v=ARngmEX25LE;"D'où viennent les cris que j'entends dans mon sommeil<br>
Tout comme les bruits dans le vent qui disparaissent<br>
Où vont ses milliers de gens qui cherchent le soleil<br>
Le ciel est rouge ce matin, il brûle toujours<br>
Je sens la pluie dans mes mains, et la tristesse<br>
D'où vient ce voile qui éteint et recouvre le jour<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester là seule<br>
Face à la nuit qui s'impose sur le rose<br>
Reste une musique dans ma tête, qui résonne<br>
Comme un avis de tempête, et de détresse<br>
Je vois les vestiges de la fête<br>
Mais il n'y a personne<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester là seule<br>
Face à la nuit qui s'impose sur le rose<br>
Qui s'impose sur l'oubli<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester seule<br>
Je ne veux pas rester là seule<br>
Face à la nuit qui s'impose sur le rose<br>
Qui s'impose sur l'oubli<br>
D'où viennent les cris que j'entends, dans mon sommeil<br>
Tout comme les bruits dans le vent, qui disparaissent<br>"
Louane;https://www.paroles-musique.com/paroles-Louane-Maman-lyrics,p185028;Maman;Principiante;Variété;https://www.youtube.com/watch?v=oC_ffV--tcE;"Les amants passent de lit en lit<br>
Dans les hôtels, sur les parkings<br>
Pour fuir tout cette mélancolie<br>
Le cœur des villes a mauvaise mine<br>
Des coups de blues, des coups de fil<br>
Tout recommencera au printemps<br>
Sauf les amours indélébiles<br>
Les rêves s'entassent dans les métros<br>
Les grattes-ciel nous regardent de haut<br>
Comme un oiseau sous les barreaux<br>
J'suis pas bien dans ma tête, maman<br>
J'ai perdu le goût de la fête, maman<br>
Regarde comme ta fille est faite, maman<br>
J'trouve pas d'sens à ma quête maman<br>
A l'heure où les bars se remplissent<br>
Cette même heure où les cœurs se vident<br>
Ces nuits où les promesses se tissent<br>
Aussi vite qu'elles se dilapident<br>
Des coups de blues, des coups de fil<br>
Tout recommencera au printemps<br>
Sauf les amours indélébiles<br>
Les rêves s'entassent dans les métros<br>
Les grattes-ciel nous regardent de haut<br>
Comme un oiseau sous les barreaux<br>
J'suis pas bien dans ma tête, maman<br>
J'ai perdu le goût de la fête, maman<br>
Regarde comme ta fille est faite, maman<br>
J'trouve pas d'sens à ma quête maman<br>
Regarde comme ta fille est faite, maman<br>
J'trouve pas d'sens a ma quête, maman<br>"
Nuttea;https://www.paroles-musique.com/paroles-Nuttea-Trop_Peu_De_Temps-lyrics,p67501;Trop peu de temps;Intermediário;Rap/RnB/Soul;https://www.youtube.com/watch?v=xLN5kx1EOEk;"Oh!<br>
Yeah!<br>
Han-han-han-han<br>
Han-han<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>
Je n'aurais pas de peine!<br>
On s'est connu affamés<br>
La rage au ventre<br>
Et si sombre était l'avenir<br>
Et je t'ai vue lutter<br>
Sans rémission aucune<br>
Pour le meilleur et pour le pire<br>
Nos destins étaient liés<br>
Comme dans une tragédie<br>
Avec une fin à la Shakespeare<br>
Le dernier acte a sonné<br>
Simplement j'aimerais te dire!<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>
Je n'aurais pas de peine!<br>
S'il n'y a<br>
Plus d'espoir aujourd'hui<br>
Pourquoi jouer cette comédie<br>
Si tu dois partir<br>
Alors fais-le sans haine!<br>
Oh!<br>
Yeah!<br>
Han-han-han-han<br>
Han-han<br>
L'océan qui nous sépare a vu trop de naufrages<br>
Trop de tempêtes et de déboires<br>
Ainsi finit notre histoire car notre amour en fait<br>
Brûlait ses dernières heures de gloire<br>
Maintenant s'envole avec toi sept ans de mon passé<br>
De mon âme et de ma mémoire<br>
Sans pleurer au désespoir<br>
Simplement j'aimerais te dire!<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>
Je n'aurais pas de peine!<br>
S'il n'y a<br>
Plus d'espoir aujourd'hui<br>
Pourquoi jouer cette comédie<br>
Si tu dois partir<br>
Alors fais-le sans haine!<br>
On s'est connu affamés<br>
La rage au ventre<br>
Et si sombre était l'avenir<br>
Et je t'ai vue lutter<br>
Sans rémission aucune<br>
Pour le meilleur et pour le pire<br>
Nos destins étaient liés<br>
Comme dans une tragédie<br>
Avec une fin à la Shakespeare<br>
Le dernier acte a sonné<br>
Simplement j'aimerais te dire!<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>
Je n'aurais pas de peine!<br>
S'il n'y a<br>
Plus d'espoir aujourd'hui<br>
Pourquoi jouer cette comédie<br>
Si tu dois partir<br>
Alors fais-le sans haine!<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>
Je n'aurais pas de peine!<br>
S'il n'y a<br>
Plus d'espoir aujourd'hui<br>
Pourquoi jouer cette comédie<br>
Si tu dois partir<br>
Alors fais-le sans haine!<br>
Il y a trop peu de temps à vivre ici<br>
Pour jouer cette tragédie<br>
Si tu dois partir<br>"
Nuttea;https://www.paroles-musique.com/paroles-Nuttea-Elle_Te_Rend_Dindue-lyrics,p103077;Elle te rend dingue;Intermediário;Rap/RnB/Soul;https://www.youtube.com/watch?v=WANpkVm3V2Y;"Ouais, ouais, ouais<br>
Dédicacé à tous les loveurs du monde entier<br>
Tous ceux qui s'aiment<br>
Et qui savent ce qu'il faut endurer<br>
Sin-<br>
Le jour se lève encore ici bas<br>
Mais la vie n'a plus le même éclat<br>
Et si le soleil brille baby, il ne brille plus pour moi<br>
Baby girl<br>
La journée s'annonce clair et limpide<br>
Mais dans ma tête je dois faire le vide<br>
Le temps s'est arrêté, ici, depuis que tu n'es plus là<br>
Elle te rend dingue-dingue, dingue-dingue, dingue<br>
Quand elle a son poom poom short (short)<br>
Et ton problème, c'est simplement qu'elle s'en moque<br>
Elle te rend dingue, boy, quand elle wine dans son short (short)<br>
Et il n'y pas que chez toi qu'elle a causé un choc<br>
Elle est trop belle, subtile et trop maligne pour toi (tcho)<br>
Dis-toi qu'une fille comme elle ne se dompte pas<br>
Laisse courir boy car ça devait finir comme ça, hum hum<br>
Un autre fantôme de plus sur son agenda<br>
Quant à toi oublie-la<br>
Elle a déjà une nouvelle proie<br>
L'option est levée, t'as perdu tous tes droits<br>
Tu cries des zimzima, elle ne reviendra pas<br>
Même avec tes hum hum hum, elle ne veut plus de toi<br>
Elle te rend dingue, boy<br>
Quand elle a son poom poom short (short)<br>
Et ton problème, c'est simplement qu'elle s'en moque<br>
Elle te rend dingue-dingue, dingue-dingue, dingue<br>
Quand elle wine dans son short (short)<br>
Et il n'y pas que chez toi (tcho man)<br>
Rien ne sert de lutter<br>
Le temps ne pourra jamais l'effacer<br>
À quoi bon résister<br>
Car dans mon âme son image est gravée<br>
L'amour c'est pas juste belle bonda a dans baty rider<br>
Ou caill bisouin plus foce pou gader famme laça<br>
Mammselle pani temps pour ba<br>
Pa ni temps pour romance aw la<br>
Si ou pas teni l'esprit pour contrôle bombe tala<br>
Ou té tini a sav que ca te caille<br>
Fini qu'on ca bwoy pas<br>
Famme tête aw oublier histoire ta la<br>
Elle te rend dingue-dingue, dingue-dingue, dingue<br>
Quand elle a son poom poom short (quoi? Short)<br>
Et ton problème, c'est simplement qu'elle s'en moque<br>
Elle te rend dingue, boy, quand elle wine dans son short (short)<br>
Et il n'y pas que chez toi qu'elle a causé un choc (tcho man)<br>
La nuit se couche encore ici bas<br>
Les soirées n'ont plus le même éclat (les soirées n'ont plus le même éclat<br>
Et si la lune brille baby, elle ne brille plus pour moi (elle ne brille plus pour moi)<br>
Les étoiles se font claires et limpides<br>
Mais dans ma tête je dois faire le vide<br>
Le temps s'est arrêté, ici, depuis que tu n'es plus là<br>
Elle te rend dingue-dingue, dingue-dingue, dingue-dingue<br>
Le jour se lève encore ici bas (dingue-dingue, dingue-dingue, dingue-dingue)<br>
Mais la vie n'a plus le même éclat (dingue-dingue, dingue-dingue, dingue-dingue)<br>
Et si le soleil brille baby il ne brille plus pour moi<br>
La journée s'annonce clair et limpide<br>
Mais dans ma tête je dois faire le vide<br>
Le temps s'est arrêté ici depuis que tu n'es plus là<br>
Elle te rend dingue, boy, quand elle wine dans son short<br>
Et il n'y pas que chez toi qu'elle a causé un choc<br>
Elle te rend dingue-dingue, dingue-dingue, dingue<br>
Quand elle a son poom poom short<br>
Et ton problème, c'est simplement qu'elle s'en moque<br>
Elle te rend dingue, boy, quand elle wine dans son short<br>
Et il n'y pas que chez toi qu'elle a causé un choc<br>
Elle te rend dingue-dingue, dingue-dingue, dingue<br>
Quand elle a son poom poom short<br>
Et ton problème, c'est simplement qu'elle s'en-<br>
Elle tcho<br>
Hein-hein elle t'rend dingue avec son poom poom short (short)<br>
Haha, j'crois qu't'es pas vraiment seul dans les charts<br>
Elle est trop belle, trop subtile, trop sexy pour toi gars<br>"
